regime,title,mean_bev_iou,std_bev_iou,mean_3d_iou,std_3d_iou,mean_center_mae_m,std_center_mae_m,mean_macro_f1,std_macro_f1,mean_kin_residual,mean_track_error
native_no_physics,"Baseline A (VoD Native, No Phys)",0.010982929108043512,0.00073976837280561,0.008766482584178448,0.00015074574006729538,5.8420359293619795,0.023526635795006794,0.16666666666666666,0.0,0.6012485722700754,0.022162863032685387
frozen_transfer,Transfer B (Oxford Frozen),0.011202998459339142,0.000688700981672986,0.009105052488545576,0.0003710895012558234,5.828770478566487,0.031208816178443958,0.16666666666666666,0.0,0.40824271241823834,0.06808792692091731
physics_transfer,Transfer C (Oxford + Phys lambda=0.01),0.011202998459339142,0.000688700981672986,0.009105052488545576,0.0003710895012558234,5.828770478566487,0.031208816178443958,0.16666666666666666,0.0,0.40824271241823834,0.06808792692091731
partial_finetune,Transfer D (Partial Fine-Tune),0.010982929108043512,0.00073976837280561,0.008766482584178448,0.00015074574006729538,5.8420359293619795,0.023526635795006794,0.16666666666666666,0.0,0.6012485722700754,0.022162863032685387
full_finetune,Transfer E (Full Fine-Tune),0.010991354783376059,0.0007278654227492968,0.008774739690124989,0.00014009942683542418,5.841996351877849,0.02355268515439472,0.16666666666666666,0.0,0.024270949885249138,0.022192001860174868
native_with_physics,Control F (Native + Physics),0.010991354783376059,0.0007278654227492968,0.008774739690124989,0.00014009942683542418,5.841996351877849,0.02355268515439472,0.16666666666666666,0.0,0.024270949885249138,0.022192001860174868
