dropout_p,seq_id,true_label,act_fixed_50,act_fixed_10,act_rule,act_supervised,act_ppo_42,act_ppo_123,act_ppo_456,act_oracle,j_oracle,j_ppo_456,ppo_regret
0.5000,11,Empty,50,10,10,5,5,5,10,5,1.4237,1.4522,0.0285
0.5000,12,Pedestrian,50,10,10,5,5,5,10,5,1.1741,1.1789,0.0048
0.5000,13,Pedestrian,50,10,10,5,5,5,10,5,1.2666,1.3197,0.0532
0.5000,14,Vehicle,50,10,10,5,5,5,10,5,1.6139,1.6391,0.0252
0.5000,15,Empty,50,10,10,5,5,5,10,5,0.0117,0.0217,0.0100
0.5000,16,Vehicle,50,10,10,5,5,5,10,5,1.6878,1.6978,0.0100
0.5000,17,Pedestrian,50,10,10,5,5,5,10,5,1.1760,1.2194,0.0435
0.5000,18,Cyclist,50,10,10,5,5,5,10,10,1.2880,1.2880,0.0000
0.5000,19,Empty,50,10,10,5,5,5,10,5,1.3968,1.4282,0.0313
0.5000,20,Empty,50,10,10,5,5,5,10,5,0.0117,0.0217,0.0099
0.5000,21,Cyclist,50,10,10,5,5,5,10,5,1.3903,1.4003,0.0100
0.5000,22,Cyclist,50,10,10,5,5,5,10,10,1.2893,1.2893,0.0000
0.5000,23,Empty,50,10,10,5,5,5,10,5,1.4218,1.4532,0.0315
0.5000,24,Vehicle,50,10,10,5,5,5,10,10,1.5637,1.5637,0.0000
0.5000,25,Vehicle,50,10,10,5,5,5,10,5,5.0015,5.0114,0.0099
0.5000,26,Cyclist,50,10,10,5,5,5,10,10,1.2734,1.2734,0.0000
0.5000,27,Vehicle,50,10,10,5,5,5,10,10,1.5867,1.5867,0.0000
0.5000,28,Cyclist,50,10,10,5,5,5,10,5,0.0148,0.0248,0.0099
0.5000,29,Empty,50,10,10,5,5,5,10,5,1.4546,1.4823,0.0277
0.5000,30,Cyclist,50,10,10,5,5,5,10,5,7.8827,7.8927,0.0100
0.5000,31,Pedestrian,50,10,10,5,5,5,10,5,1.2638,1.3113,0.0474
0.5000,32,Pedestrian,50,10,10,5,5,5,10,5,1.2526,1.2890,0.0364
0.5000,33,Empty,50,10,10,5,5,5,10,5,1.3996,1.4224,0.0228
0.5000,34,Vehicle,50,10,10,5,5,5,10,5,0.0141,0.0241,0.0100
0.5000,35,Pedestrian,50,10,10,5,5,5,10,5,0.0128,0.0227,0.0099
0.5000,36,Cyclist,50,10,10,5,5,5,10,5,0.0280,0.0379,0.0099
0.5000,37,Empty,50,10,10,5,5,5,10,5,1.4218,1.4651,0.0433
0.5000,38,Empty,50,10,10,5,5,5,10,5,1.4059,1.4361,0.0303
0.5000,39,Vehicle,50,10,10,5,5,5,10,5,0.0141,0.0242,0.0100
0.5000,40,Empty,50,10,10,5,5,5,10,5,0.0117,0.0216,0.0100
0.5000,41,Pedestrian,50,10,10,5,5,5,10,5,1.2293,1.2689,0.0396
0.5000,42,Pedestrian,50,10,10,5,5,5,10,5,0.0133,0.0232,0.0099
0.5000,43,Vehicle,50,10,10,5,5,5,10,5,0.0134,0.0234,0.0100
0.5000,44,Empty,50,10,10,5,5,5,10,5,1.4356,1.4632,0.0276
0.5000,45,Empty,50,10,10,5,5,5,10,5,1.4284,1.4654,0.0370
0.5000,46,Vehicle,50,10,10,5,5,5,10,10,1.5911,1.5911,0.0000
0.5000,47,Vehicle,50,10,10,5,5,5,10,5,0.6955,0.7054,0.0099
0.5000,48,Pedestrian,50,10,10,5,5,5,10,5,1.2423,1.2743,0.0319
0.5000,49,Pedestrian,50,10,10,5,5,5,10,5,1.2498,1.2807,0.0309
0.5000,50,Pedestrian,50,10,10,5,5,5,10,5,1.2696,1.3159,0.0463
0.5000,51,Vehicle,50,10,10,5,5,5,10,10,1.6001,1.6001,0.0000
0.5000,52,Pedestrian,50,10,10,5,5,5,10,5,0.0130,0.0230,0.0100
0.5000,53,Empty,50,10,10,5,5,5,10,5,0.0117,0.0217,0.0100
0.5000,54,Pedestrian,50,10,10,5,5,5,10,5,0.0129,0.0228,0.0099
0.5000,55,Cyclist,50,10,10,5,5,5,10,10,1.2855,1.2855,0.0000
0.5000,56,Vehicle,50,10,10,5,5,5,10,5,1.6082,1.6147,0.0065
0.5000,57,Vehicle,50,10,10,5,5,5,10,5,0.0137,0.0236,0.0099
0.5000,58,Vehicle,50,10,10,5,5,5,10,10,1.5864,1.5864,0.0000
0.5000,59,Empty,50,10,10,5,5,5,10,5,0.0118,0.0218,0.0100
0.5000,60,Vehicle,50,10,10,5,5,5,10,10,1.5923,1.5923,0.0000
0.5000,61,Cyclist,50,10,10,5,5,5,10,10,1.2751,1.2751,0.0000
0.5000,62,Cyclist,50,10,10,5,5,5,10,10,1.2681,1.2681,0.0000
0.5000,63,Cyclist,50,10,10,5,5,5,10,5,0.0126,0.0225,0.0099
0.5000,64,Cyclist,50,10,10,5,5,5,10,5,0.0133,0.0231,0.0098
0.5000,65,Pedestrian,50,10,10,5,5,5,10,5,0.0130,0.0230,0.0100
0.5000,66,Vehicle,50,10,10,5,5,5,10,5,0.0164,0.0264,0.0100
0.5000,67,Empty,50,10,10,5,5,5,10,5,0.0117,0.0216,0.0099
0.5000,68,Empty,50,10,10,5,5,5,10,5,1.4412,1.4680,0.0268
0.5000,69,Vehicle,50,10,10,5,5,5,10,5,0.3048,0.3147,0.0099
0.5000,70,Cyclist,50,10,10,5,5,5,10,5,0.0203,0.0302,0.0099
0.5000,71,Cyclist,50,10,10,5,5,5,10,5,0.1166,0.1265,0.0099
0.5000,72,Empty,50,10,10,5,5,5,10,5,0.0116,0.0216,0.0099
0.5000,73,Vehicle,50,10,10,5,5,5,10,5,1.5519,1.5558,0.0039
0.5000,74,Cyclist,50,10,10,5,5,5,10,5,0.0126,0.0225,0.0099
