head_type,mean_3d_ap,std_3d_ap,mean_bev_ap,std_bev_ap,mean_center_mae,mean_macro_f1
HEAD-1 (Anchor-Based),0.004409686972697576,0.0011041253850444504,0.007215003948658705,0.0016627503771236766,6.526639938354492,0.28425407073341796
HEAD-2 (Query-Based),0.005627579676608245,0.0026107199071080016,0.008720074004183212,0.004431091491521204,5.193020184834798,0.2575536106392272
