corruption,framewise_iou,mamba_iou,iou_gain_pct,framewise_cd_m,mamba_cd_m,framewise_mse,mamba_mse
Clean (p=0%),0.1783655547692153,0.1801307797453233,0.9896669670284611,0.9914023344715436,1.0349273473024367,0.13652033861726523,0.13036775483439367
Bernoulli p=20%,0.16516605437261905,0.16719713504001146,1.2297204017541263,0.9877631723880768,1.0517679383357366,0.17018563492844502,0.1490103074659904
Contiguous Gap G=2,0.15838691103506583,0.16204772039425488,2.3113080085125057,1.0013359149297079,1.053743809958299,0.17811284363269805,0.15430528322855633
Contiguous Gap G=4,0.13918371001612062,0.13929324240344457,0.07869626934880518,1.0059869691729546,1.0607251226902008,0.21944483158489067,0.2066339349374175
Contiguous Gap G=8,0.10925178175113777,0.10379534501120702,-4.994368652366556,1.0173121124505997,1.0692171886563302,0.2818506222218275,0.2930065785224239
