regime,abs_velocity_mae_m_s,root_kinematic_residual_m_s,joint_kinematic_residual_m_s,p95_kinematic_residual_m_s
scratch,0.07912557835035841,0.7873039590840538,0.8156669590671716,1.4684863030910478
transfer,0.2317607393563958,0.757704864072303,0.7395503962254716,1.5755357742309564
frozen,0.2846941533545032,10.078217725247145,10.287385327712943,19.992376327514645
finetuned,0.27368876035470746,4.372837000275652,4.336015350500912,9.001530218124389
