seq_len,mean_recon_mse,std_recon_mse,mean_kin_residual,mean_temp_cons,latency_ms,memory_mb,parameters
8,0.02010856574457703,0.00014837688471880899,0.015522182100650034,0.5358606378237406,10.652186000952497,0.2859077453613281,74949
16,0.022937447143097717,0.0001799520097509768,0.023577060033049848,0.5808668103482989,15.894656000018585,0.2859077453613281,74949
32,0.035199093321959175,0.0013496654362464174,0.0371571679910024,0.6387969719039068,31.13790199975483,0.2859077453613281,74949
